date,Country/Region,Latitude,Longitude,Confirmed,Deaths,Recovered,Active,share_of_last_week,percentage,population
2022-01-25,Estonia,58.5953,25.0136,301608,2013,0,299595,9.982493833054827,10.0,13.26539
2022-01-25,Finland,61.92411,25.748151,461001,1894,0,459107,10.662015917535971,10.7,55.40718
2022-01-25,France,46.2276,2.2137,17420569,130483,0,17290086,14.74762965549518,14.7,652.73512
2022-01-25,Germany,51.165691,10.451526,8871795,116960,0,8754835,8.986546690945858,9.0,837.83945
2022-01-25,Greece,39.0742,21.8243,1830263,22852,0,1807411,6.931626766207916,6.9,104.23056
2022-01-25,Hungary,47.1625,19.5033,1451102,41018,0,1410084,6.616902188819256,6.6,96.6035
2022-01-25,Iceland,64.9631,-19.0208,60096,45,0,60051,16.846379126730564,16.8,3.4125
2022-01-25,Ireland,53.1424,-7.6921,1153666,6087,0,1147579,3.30086870896776,3.3,49.37796
2022-01-25,Italy,41.87194,12.56738,10212621,144343,0,10068278,11.693335138942295,11.7,604.61828
2022-01-25,Kosovo,42.602636,20.902977,186396,3002,0,183394,10.093564239575956,10.1,18.45
2022-01-25,Latvia,56.8796,24.6032,345591,4814,0,340777,10.570587775723325,10.6,18.86202
2022-01-25,Liechtenstein,47.14,9.55,8171,73,0,8098,9.790723289683026,9.8,0.38137
2022-01-25,Lithuania,55.1694,23.8813,634929,7790,0,627139,7.675188879386514,7.7,27.22291
2022-01-25,Luxembourg,49.8153,6.1296,144781,945,0,143836,10.836366650320139,10.8,6.25976
2022-01-25,Malta,35.9375,14.3754,66394,536,0,65858,3.0379251137150947,3.0,4.41539
2022-01-25,Moldova,47.4116,28.3699,417369,10566,0,406803,5.737369090660782,5.7,40.33963
2022-01-25,Monaco,43.7333,7.4167,7790,46,0,7744,10.872913992297818,10.9,0.39244
2022-01-25,Montenegro,42.708678,19.37439,215017,2530,0,212487,3.879228154052935,3.9,6.28062
2022-01-25,Netherlands,52.1326,5.2913,4151652,21747,0,4129905,9.409603695107393,9.4,171.34873
2022-01-25,North Macedonia,41.6086,21.7453,259328,8266,0,251062,4.4981644866732475,4.5,20.8338
2022-01-25,Norway,60.472,8.4689,665567,1416,0,664151,19.047819378064116,19.0,54.21242
2022-01-25,Poland,51.9194,19.1451,4584360,104097,0,4480263,5.262021307227181,5.3,378.46605
2022-01-25,Portugal,39.3999,-8.2245,2312240,19661,0,2292579,15.639379995156212,15.6,101.96707
2022-01-25,Romania,45.9432,24.9668,2048896,59632,0,1989264,5.885608639970013,5.9,192.37682
2022-01-25,San Marino,43.9424,12.4578,11786,108,0,11678,7.890717800780587,7.9,0.33938
2022-01-25,Serbia,44.0165,21.0059,1579847,13340,0,1566507,7.130374017230783,7.1,87.3737
2022-01-25,Slovakia,48.669,19.699,1478543,17698,0,1460845,3.8834176618468317,3.9,54.59643
2022-01-25,Slovenia,46.1512,14.9955,624851,5798,0,619053,12.457049760662942,12.5,20.78931
2022-01-25,Spain,40.463667,-3.74922,9395767,92376,0,9303391,9.331776745847359,9.3,467.54783
2022-01-25,Sweden,60.128161,18.643501,1922990,15693,0,1907297,13.80033177499623,13.8,100.9927
2022-01-25,Switzerland,46.8182,8.2275,2003262,12635,0,1990627,11.968729002996113,12.0,86.54618
2022-01-25,Turkey,38.9637,35.2433,11090493,86299,0,11004194,4.496968710047425,4.5,843.39067
2022-01-25,Ukraine,48.3794,31.1656,4075351,106047,0,3969304,3.0568409935733145,3.1,437.33759
2022-01-25,United Kingdom,55.3781,-3.436,16157980,183393,0,15974587,4.063174976079931,4.1,678.86004
2022-01-26,Albania,41.1533,20.1683,251015,3317,0,247698,4.735175188733741,4.7,28.778
2022-01-26,Andorra,42.5063,1.5218,35028,145,0,34883,14.673975105629783,14.7,0.77265
2022-01-26,Austria,47.5162,14.5501,1661328,17129,0,1644199,11.117732320167962,11.1,90.064
2022-01-26,Belarus,53.7098,27.9534,732104,5976,0,726128,1.7236622119261744,1.7,94.49321
2022-01-26,Belgium,50.8333,4.469936,2939439,28902,0,2910537,12.387601851918003,12.4,115.89616
2022-01-26,Bosnia and Herzegovina,43.9159,17.6791,339281,14185,0,325096,4.496273000845907,4.5,32.80815
2022-01-26,Bulgaria,42.7339,25.4858,913592,32939,0,880653,6.747760488270475,6.7,69.48445
2022-01-26,Croatia,45.1,15.2,899174,13566,0,885608,6.9360324030721525,6.9,41.05268
2022-01-26,Cyprus,35.1264,33.4299,243818,724,0,243094,4.403284417065188,4.4,12.07361
2022-01-26,Denmark,56.2639,9.5018,1558312,3677,0,1554635,19.57964772138057,19.6,57.92203
2022-01-26,Estonia,58.5953,25.0136,307451,2018,0,305433,10.666089880989166,10.7,13.26539
2022-01-26,Finland,61.92411,25.748151,464394,1894,0,462500,9.341421293126096,9.3,55.40718
2022-01-26,France,46.2276,2.2137,17848291,130739,0,17717552,14.344661906285593,14.3,652.73512
2022-01-26,Germany,51.165691,10.451526,9035795,117126,0,8918669,9.395354808293018,9.4,837.83945
2022-01-26,Greece,39.0742,21.8243,1848223,22970,0,1825253,6.7484821907313135,6.7,104.23056
2022-01-26,Hungary,47.1625,19.5033,1471276,41087,0,1430189,6.88531587547136,6.9,96.6035
2022-01-26,Iceland,64.9631,-19.0208,61737,45,0,61692,16.524936423862513,16.5,3.4125
2022-01-26,Ireland,53.1424,-7.6921,1159271,6136,0,1153135,3.178117972415423,3.2,49.37796
2022-01-26,Italy,41.87194,12.56738,10383561,144770,0,10238791,11.211664283572851,11.2,604.61828
2022-01-26,Kosovo,42.602636,20.902977,190793,3002,0,187791,11.091077764907517,11.1,18.45
2022-01-26,Latvia,56.8796,24.6032,354734,4828,0,349906,11.44294034403243,11.4,18.86202
2022-01-26,Liechtenstein,47.14,9.55,8346,73,0,8273,10.280373831775702,10.3,0.38137
2022-01-26,Lithuania,55.1694,23.8813,646763,7809,0,638954,8.25974893430824,8.3,27.22291
2022-01-26,Luxembourg,49.8153,6.1296,147854,946,0,146908,10.963518065118292,11.0,6.25976
2022-01-26,Malta,35.9375,14.3754,66708,538,0,66170,2.981651376146789,3.0,4.41539
2022-01-26,Moldova,47.4116,28.3699,423568,10587,0,412981,6.348449363502437,6.3,40.33963
2022-01-26,Monaco,43.7333,7.4167,7790,46,0,7744,9.614890885750963,9.6,0.39244
2022-01-26,Montenegro,42.708678,19.37439,215950,2535,0,213415,3.6022227367446167,3.6,6.28062
2022-01-26,Netherlands,52.1326,5.2913,4216631,21760,0,4194871,9.847245348241286,9.8,171.34873
2022-01-26,North Macedonia,41.6086,21.7453,261347,8285,0,253062,4.454996613697498,4.5,20.8338
2022-01-26,Norway,60.472,8.4689,690244,1439,0,688805,19.625813480450393,19.6,54.21242
2022-01-26,Poland,51.9194,19.1451,4637776,104373,0,4533403,5.693634190180811,5.7,378.46605
2022-01-26,Portugal,39.3999,-8.2245,2377818,19703,0,2358115,15.755999828414117,15.8,101.96707
2022-01-26,Romania,45.9432,24.9668,2083151,59726,0,2023425,6.635860770534637,6.6,192.37682
2022-01-26,San Marino,43.9424,12.4578,11995,109,0,11886,7.6531888286786165,7.7,0.33938
2022-01-26,Serbia,44.0165,21.0059,1579847,13340,0,1566507,6.034191918584521,6.0,87.3737
2022-01-26,Slovakia,48.669,19.699,1494945,17725,0,1477220,4.225907976547632,4.2,54.59643
2022-01-26,Slovenia,46.1512,14.9955,642342,5813,0,636529,12.926135921362762,12.9,20.78931
2022-01-26,Spain,40.463667,-3.74922,9529320,92591,0,9436729,8.945066384589877,8.9,467.54783
2022-01-26,Sweden,60.128161,18.643501,1973485,15768,0,1957717,13.840946346184541,13.8,100.9927
2022-01-26,Switzerland,46.8182,8.2275,2046465,12649,0,2033816,11.969078386388235,12.0,86.54618
2022-01-26,Turkey,38.9637,35.2433,11167927,86487,0,11081440,4.508938856781567,4.5,843.39067
2022-01-26,Ukraine,48.3794,31.1656,4100292,106205,0,3994087,3.3259826373341217,3.3,437.33759
2022-01-26,United Kingdom,55.3781,-3.436,16260425,183588,0,16076837,4.001943368638889,4.0,678.86004
2022-01-27,Albania,41.1533,20.1683,252577,3323,0,249254,4.380842277800433,4.4,28.778
2022-01-27,Andorra,42.5063,1.5218,35028,145,0,34883,8.07068630809638,8.1,0.77265
2022-01-27,Austria,47.5162,14.5501,1699469,17144,0,1682325,11.459402907614084,11.5,90.064
2022-01-27,Belarus,53.7098,27.9534,734078,5992,0,728086,1.7675233422061416,1.8,94.49321
2022-01-27,Belgium,50.8333,4.469936,3007724,28938,0,2978786,12.13419183409116,12.1,115.89616
2022-01-27,Bosnia and Herzegovina,43.9159,17.6791,341913,14243,0,327670,4.363098215043008,4.4,32.80815
2022-01-27,Bulgaria,42.7339,25.4858,923466,33017,0,890449,6.777618233914405,6.8,69.48445
2022-01-27,Croatia,45.1,15.2,909674,13625,0,896049,6.7633020180856,6.8,41.05268
2022-01-27,Cyprus,35.1264,33.4299,246354,724,0,245630,4.461060100505776,4.5,12.07361
2022-01-27,Denmark,56.2639,9.5018,1610313,3697,0,1606616,19.638728619839746,19.6,57.92203
2022-01-27,Estonia,58.5953,25.0136,313685,2023,0,311662,11.217303983295343,11.2,13.26539
2022-01-27,Finland,61.92411,25.748151,470665,1919,0,468746,8.740824153060032,8.7,55.40718
2022-01-27,France,46.2276,2.2137,18241888,131008,0,18110880,13.85031527438388,13.9,652.73512
2022-01-27,Germany,51.165691,10.451526,9238931,117314,0,9121617,9.942113432820312,9.9,837.83945
2022-01-27,Greece,39.0742,21.8243,1867935,23083,0,1844852,6.722503727378094,6.7,104.23056
2022-01-27,Hungary,47.1625,19.5033,1490489,41151,0,1449338,7.043929878046735,7.0,96.6035
2022-01-27,Iceland,64.9631,-19.0208,63188,46,0,63142,15.931822497942647,15.9,3.4125
2022-01-27,Ireland,53.1424,-7.6921,1164536,6136,0,1158400,3.1415945921809203,3.1,49.37796
2022-01-27,Italy,41.87194,12.56738,10539601,145159,0,10394442,10.639349630028688,10.6,604.61828
2022-01-27,Kosovo,42.602636,20.902977,194710,3008,0,191702,11.488880899799701,11.5,18.45
2022-01-27,Latvia,56.8796,24.6032,363821,4846,0,358975,12.312098531970392,12.3,18.86202
2022-01-27,Liechtenstein,47.14,9.55,8465,73,0,8392,9.379799173065564,9.4,0.38137
2022-01-27,Lithuania,55.1694,23.8813,659556,7821,0,651735,8.820024380037479,8.8,27.22291
2022-01-27,Luxembourg,49.8153,6.1296,150883,947,0,149936,10.716250339667159,10.7,6.25976
2022-01-27,Malta,35.9375,14.3754,66938,541,0,66397,2.887746870238131,2.9,4.41539
2022-01-27,Moldova,47.4116,28.3699,428934,10600,0,418334,6.609175304359179,6.6,40.33963
2022-01-27,Monaco,43.7333,7.4167,7790,46,0,7744,8.087291399229782,8.1,0.39244
2022-01-27,Montenegro,42.708678,19.37439,216856,2541,0,214315,3.291124063894935,3.3,6.28062
2022-01-27,Netherlands,52.1326,5.2913,4291147,21777,0,4269370,10.041021666235158,10.0,171.34873
2022-01-27,North Macedonia,41.6086,21.7453,263206,8312,0,254894,4.684543665417961,4.7,20.8338
2022-01-27,Norway,60.472,8.4689,714532,1439,0,713093,19.99588541870763,20.0,54.21242
2022-01-27,Poland,51.9194,19.1451,4695435,104636,0,4590799,6.152401215222871,6.2,378.46605
2022-01-27,Portugal,39.3999,-8.2245,2443524,19744,0,2423780,15.712102684483558,15.7,101.96707
2022-01-27,Romania,45.9432,24.9668,2114834,59797,0,2055037,7.131198004193237,7.1,192.37682
2022-01-27,San Marino,43.9424,12.4578,12229,109,0,12120,7.776596614604628,7.8,0.33938
2022-01-27,Serbia,44.0165,21.0059,1616584,13417,0,1603167,7.111477040475472,7.1,87.3737
2022-01-27,Slovakia,48.669,19.699,1512072,17755,0,1494317,4.840708643503748,4.8,54.59643
2022-01-27,Slovenia,46.1512,14.9955,656569,5827,0,650742,13.242934101366345,13.2,20.78931
2022-01-27,Spain,40.463667,-3.74922,9660208,92767,0,9567441,8.548936006346862,8.5,467.54783
2022-01-27,Sweden,60.128161,18.643501,2015276,15778,0,1999498,13.57461707478281,13.6,100.9927
2022-01-27,Switzerland,46.8182,8.2275,2091306,12666,0,2078640,11.953726523043496,12.0,86.54618
2022-01-27,Turkey,38.9637,35.2433,11250107,86661,0,11163446,4.567885443222895,4.6,843.39067
2022-01-27,Ukraine,48.3794,31.1656,4133396,106373,0,4027023,3.644896351571444,3.6,437.33759
2022-01-27,United Kingdom,55.3781,-3.436,16357612,183812,0,16173800,3.9111210120401436,3.9,678.86004
2022-01-28,Albania,41.1533,20.1683,254126,3329,0,250797,3.9130195257470706,3.9,28.778
2022-01-28,Andorra,42.5063,1.5218,35556,145,0,35411,7.118348520643492,7.1,0.77265
2022-01-28,Austria,47.5162,14.5501,1735230,17154,0,1718076,11.835894953406752,11.8,90.064
2022-01-28,Belarus,53.7098,27.9534,736299,6009,0,730290,1.8144802586992512,1.8,94.49321
2022-01-28,Belgium,50.8333,4.469936,3055925,28957,0,3026968,11.737395387648585,11.7,115.89616
2022-01-28,Bosnia and Herzegovina,43.9159,17.6791,343986,14310,0,329676,4.191158942515102,4.2,32.80815
2022-01-28,Bulgaria,42.7339,25.4858,933337,33088,0,900249,6.705616513649411,6.7,69.48445
2022-01-28,Croatia,45.1,15.2,919598,13690,0,905908,6.5609103108097235,6.6,41.05268
2022-01-28,Cyprus,35.1264,33.4299,248941,726,0,248215,5.453902731972636,5.5,12.07361
2022-01-28,Denmark,56.2639,9.5018,1664142,3723,0,1660419,19.339275133972944,19.3,57.92203
2022-01-28,Estonia,58.5953,25.0136,319505,2025,0,317480,11.432684934508067,11.4,13.26539
2022-01-28,Finland,61.92411,25.748151,475431,1942,0,473489,7.962879997307706,8.0,55.40718
2022-01-28,France,46.2276,2.2137,18596157,131271,0,18464886,13.332910665359515,13.3,652.73512
2022-01-28,Germany,51.165691,10.451526,9429079,117484,0,9311595,10.271766733527208,10.3,837.83945
2022-01-28,Greece,39.0742,21.8243,1890296,23195,0,1867101,6.741060659282991,6.7,104.23056
2022-01-28,Hungary,47.1625,19.5033,1508358,41229,0,1467129,7.087243214144122,7.1,96.6035
2022-01-28,Iceland,64.9631,-19.0208,64486,46,0,64440,15.363024532456658,15.4,3.4125
2022-01-28,Ireland,53.1424,-7.6921,1169645,6136,0,1163509,3.000654044603277,3.0,49.37796
2022-01-28,Italy,41.87194,12.56738,10683948,145537,0,10538411,10.109483872441162,10.1,604.61828
2022-01-28,Kosovo,42.602636,20.902977,198327,3012,0,195315,11.619194562515442,11.6,18.45
2022-01-28,Latvia,56.8796,24.6032,372503,4855,0,367648,12.752648971954589,12.8,18.86202
2022-01-28,Liechtenstein,47.14,9.55,8590,73,0,8517,9.825378346915018,9.8,0.38137
2022-01-28,Lithuania,55.1694,23.8813,673034,7838,0,665196,9.49550839927849,9.5,27.22291
2022-01-28,Luxembourg,49.8153,6.1296,153435,948,0,152487,10.339883338221396,10.3,6.25976
2022-01-28,Malta,35.9375,14.3754,67167,544,0,66623,2.7632617207855046,2.8,4.41539
2022-01-28,Moldova,47.4116,28.3699,434549,10621,0,423928,6.902098497522719,6.9,40.33963
2022-01-28,Monaco,43.7333,7.4167,8183,46,0,8137,10.741781742637174,10.7,0.39244
2022-01-28,Montenegro,42.708678,19.37439,217752,2546,0,215206,3.1324626180241744,3.1,6.28062
2022-01-28,Netherlands,52.1326,5.2913,4330881,21788,0,4309093,9.783159592701809,9.8,171.34873
2022-01-28,North Macedonia,41.6086,21.7453,265101,8338,0,256763,4.584667730412183,4.6,20.8338
2022-01-28,Norway,60.472,8.4689,736051,1439,0,734612,18.94406773443688,18.9,54.21242
2022-01-28,Poland,51.9194,19.1451,4752700,104907,0,4647793,6.511730174427168,6.5,378.46605
2022-01-28,Portugal,39.3999,-8.2245,2507357,19788,0,2487569,15.523597158282605,15.5,101.96707
2022-01-28,Romania,45.9432,24.9668,2146558,59857,0,2086701,7.588334440532238,7.6,192.37682
2022-01-28,San Marino,43.9424,12.4578,12462,109,0,12353,7.992296581608088,8.0,0.33938
2022-01-28,Serbia,44.0165,21.0059,1633868,13459,0,1620409,7.09016885084964,7.1,87.3737
2022-01-28,Slovakia,48.669,19.699,1529099,17779,0,1511320,5.364727856077337,5.4,54.59643
2022-01-28,Slovenia,46.1512,14.9955,673154,5835,0,667319,13.91568645510537,13.9,20.78931
2022-01-28,Spain,40.463667,-3.74922,9779130,92966,0,9686164,8.218236182564297,8.2,467.54783
2022-01-28,Sweden,60.128161,18.643501,2070456,15855,0,2054601,13.835164813934709,13.8,100.9927
2022-01-28,Switzerland,46.8182,8.2275,2131077,12679,0,2118398,11.813651031849155,11.8,86.54618
2022-01-28,Turkey,38.9637,35.2433,11343693,86871,0,11256822,4.715598350554798,4.7,843.39067
2022-01-28,Ukraine,48.3794,31.1656,4168560,106529,0,4062031,3.9649183411058013,4.0,437.33759
2022-01-28,United Kingdom,55.3781,-3.436,16446952,184015,0,16262937,3.846384424299408,3.8,678.86004
2022-01-29,Albania,41.1533,20.1683,254126,3329,0,250797,3.0355020737744267,3.0,28.778
2022-01-29,Andorra,42.5063,1.5218,35556,145,0,35411,7.118348520643492,7.1,0.77265
2022-01-29,Austria,47.5162,14.5501,1773059,17172,0,1755887,12.045904845806033,12.0,90.064
2022-01-29,Belarus,53.7098,27.9534,738601,6024,0,732577,1.8545872534697354,1.9,94.49321
2022-01-29,Belgium,50.8333,4.469936,3055925,28957,0,3026968,11.737395387648585,11.7,115.89616
2022-01-29,Bosnia and Herzegovina,43.9159,17.6791,343986,14310,0,329676,4.191158942515102,4.2,32.80815
2022-01-29,Bulgaria,42.7339,25.4858,939212,33121,0,906091,6.583284711013062,6.6,69.48445
2022-01-29,Croatia,45.1,15.2,929502,13731,0,915771,6.405257869267629,6.4,41.05268
2022-01-29,Cyprus,35.1264,33.4299,251125,730,0,250395,5.521154803384769,5.5,12.07361
2022-01-29,Denmark,56.2639,9.5018,1706529,3740,0,1702789,19.18555149077455,19.2,57.92203
2022-01-29,Estonia,58.5953,25.0136,326629,2025,0,324604,11.900964090757403,11.9,13.26539
2022-01-29,Finland,61.92411,25.748151,475431,1942,0,473489,6.428272451733269,6.4,55.40718
2022-01-29,France,46.2276,2.2137,18928572,131449,0,18797123,12.798017726852295,12.8,652.73512
2022-01-29,Germany,51.165691,10.451526,9618245,117666,0,9500579,10.628113548781508,10.6,837.83945
2022-01-29,Greece,39.0742,21.8243,1909880,23275,0,1886605,6.73743900140323,6.7,104.23056
2022-01-29,Hungary,47.1625,19.5033,1508358,41229,0,1467129,7.087243214144122,7.1,96.6035
2022-01-29,Iceland,64.9631,-19.0208,64486,46,0,64440,15.363024532456658,15.4,3.4125
2022-01-29,Ireland,53.1424,-7.6921,1169645,6136,0,1163509,2.428771122862065,2.4,49.37796
2022-01-29,Italy,41.87194,12.56738,10821375,145914,0,10675461,9.612308971826593,9.6,604.61828
2022-01-29,Kosovo,42.602636,20.902977,201955,3012,0,198943,11.619420167859177,11.6,18.45
2022-01-29,Latvia,56.8796,24.6032,382129,4862,0,377267,13.435515231767283,13.4,18.86202
2022-01-29,Liechtenstein,47.14,9.55,8775,73,0,8702,10.678062678062679,10.7,0.38137
2022-01-29,Lithuania,55.1694,23.8813,686347,7851,0,678496,10.056429182323226,10.1,27.22291
2022-01-29,Luxembourg,49.8153,6.1296,153435,948,0,152487,10.339883338221396,10.3,6.25976
2022-01-29,Malta,35.9375,14.3754,67357,545,0,66812,2.614427602179432,2.6,4.41539
2022-01-29,Moldova,47.4116,28.3699,438249,10635,0,427614,7.129736747830571,7.1,40.33963
2022-01-29,Monaco,43.7333,7.4167,8183,46,0,8137,8.945374557008432,8.9,0.39244
2022-01-29,Montenegro,42.708678,19.37439,218637,2552,0,216085,2.96976266597145,3.0,6.28062
2022-01-29,Netherlands,52.1326,5.2913,4406331,21797,0,4384534,9.832556836969351,9.8,171.34873
2022-01-29,North Macedonia,41.6086,21.7453,266937,8362,0,258575,4.525412363216789,4.5,20.8338
2022-01-29,Norway,60.472,8.4689,751021,1439,0,749582,18.78389552356059,18.8,54.21242
2022-01-29,Poland,51.9194,19.1451,4804390,105138,0,4699252,6.66671523335949,6.7,378.46605
2022-01-29,Portugal,39.3999,-8.2245,2566551,19827,0,2546724,15.206984003045331,15.2,101.96707
2022-01-29,Romania,45.9432,24.9668,2176726,59932,0,2116794,7.9791852534494465,8.0,192.37682
2022-01-29,San Marino,43.9424,12.4578,12462,109,0,12353,7.992296581608088,8.0,0.33938
2022-01-29,Serbia,44.0165,21.0059,1649293,13513,0,1635780,7.0667855863088,7.1,87.3737
2022-01-29,Slovakia,48.669,19.699,1546907,17796,0,1529111,5.965840221810361,6.0,54.59643
2022-01-29,Slovenia,46.1512,14.9955,688336,5846,0,682490,14.364786964505706,14.4,20.78931
2022-01-29,Spain,40.463667,-3.74922,9779130,92966,0,9686164,8.218236182564297,8.2,467.54783
2022-01-29,Sweden,60.128161,18.643501,2070456,15855,0,2054601,13.835164813934709,13.8,100.9927
2022-01-29,Switzerland,46.8182,8.2275,2131077,12680,0,2118397,11.813651031849155,11.8,86.54618
2022-01-29,Turkey,38.9637,35.2433,11438476,87045,0,11351431,4.868218458472964,4.9,843.39067
2022-01-29,Ukraine,48.3794,31.1656,4206731,106690,0,4100041,4.2915270788648,4.3,437.33759
2022-01-29,United Kingdom,55.3781,-3.436,16519771,184196,0,16335575,3.8005248377837684,3.8,678.86004
2022-01-30,Albania,41.1533,20.1683,255741,3334,0,252407,2.999519044658463,3.0,28.778
2022-01-30,Andorra,42.5063,1.5218,35556,145,0,35411,7.118348520643492,7.1,0.77265
2022-01-30,Austria,47.5162,14.5501,1806650,17192,0,1789458,12.205131043644315,12.2,90.064
2022-01-30,Belarus,53.7098,27.9534,740988,6039,0,734949,1.906643562378878,1.9,94.49321
2022-01-30,Belgium,50.8333,4.469936,3055925,28957,0,3026968,11.737395387648585,11.7,115.89616
2022-01-30,Bosnia and Herzegovina,43.9159,17.6791,343986,14310,0,329676,4.191158942515102,4.2,32.80815
2022-01-30,Bulgaria,42.7339,25.4858,941814,33160,0,908654,6.539083088592864,6.5,69.48445
2022-01-30,Croatia,45.1,15.2,935722,13777,0,921945,6.2691696892880575,6.3,41.05268
2022-01-30,Cyprus,35.1264,33.4299,253350,731,0,252619,5.635287152161042,5.6,12.07361
2022-01-30,Denmark,56.2639,9.5018,1743246,3761,0,1739485,18.447654547895134,18.4,57.92203
2022-01-30,Estonia,58.5953,25.0136,332580,2036,0,330544,12.374165614288291,12.4,13.26539
2022-01-30,Finland,61.92411,25.748151,475431,1942,0,473489,5.509527144843311,5.5,55.40718
2022-01-30,France,46.2276,2.2137,19178039,131576,0,19046463,12.359480549601551,12.4,652.73512
2022-01-30,Germany,51.165691,10.451526,9737215,117725,0,9619490,10.842607460141323,10.8,837.83945
2022-01-30,Greece,39.0742,21.8243,1920992,23372,0,1897620,6.646617997368026,6.6,104.23056
2022-01-30,Hungary,47.1625,19.5033,1508358,41229,0,1467129,7.087243214144122,7.1,96.6035
2022-01-30,Iceland,64.9631,-19.0208,64486,46,0,64440,15.363024532456658,15.4,3.4125
2022-01-30,Ireland,53.1424,-7.6921,1169645,6136,0,1163509,2.024289421149152,2.0,49.37796
2022-01-30,Italy,41.87194,12.56738,10925485,146149,0,10779336,9.169451058694419,9.2,604.61828
2022-01-30,Kosovo,42.602636,20.902977,204345,3012,0,201333,11.20604859428907,11.2,18.45
2022-01-30,Latvia,56.8796,24.6032,388989,4868,0,384121,13.740234299684566,13.7,18.86202
2022-01-30,Liechtenstein,47.14,9.55,8854,73,0,8781,11.475039530155861,11.5,0.38137
2022-01-30,Lithuania,55.1694,23.8813,697856,7869,0,689987,10.61866631511372,10.6,27.22291
2022-01-30,Luxembourg,49.8153,6.1296,153435,948,0,152487,10.339883338221396,10.3,6.25976
2022-01-30,Malta,35.9375,14.3754,67548,547,0,67001,2.48563984129804,2.5,4.41539
2022-01-30,Moldova,47.4116,28.3699,438249,10635,0,427614,6.583471953159049,6.6,40.33963
2022-01-30,Monaco,43.7333,7.4167,8183,46,0,8137,7.332274227056092,7.3,0.39244
2022-01-30,Montenegro,42.708678,19.37439,219303,2555,0,216748,2.8102670734098485,2.8,6.28062
2022-01-30,Netherlands,52.1326,5.2913,4518767,21800,0,4496967,10.636485572281112,10.6,171.34873
2022-01-30,North Macedonia,41.6086,21.7453,268191,8383,0,259808,4.440864905981185,4.4,20.8338
2022-01-30,Norway,60.472,8.4689,765061,1439,0,763622,18.62139097405305,18.6,54.21242
2022-01-30,Poland,51.9194,19.1451,4852677,105161,0,4747516,6.8922576136841585,6.9,378.46605
2022-01-30,Portugal,39.3999,-8.2245,2611886,19856,0,2592030,14.93407445807359,14.9,101.96707
2022-01-30,Romania,45.9432,24.9668,2196394,59984,0,2136410,8.161787001785655,8.2,192.37682
2022-01-30,San Marino,43.9424,12.4578,12462,109,0,12353,7.992296581608088,8.0,0.33938
2022-01-30,Serbia,44.0165,21.0059,1662446,13570,0,1648876,7.070665753955317,7.1,87.3737
2022-01-30,Slovakia,48.669,19.699,1562107,17817,0,1544290,6.34457178669579,6.3,54.59643
2022-01-30,Slovenia,46.1512,14.9955,702201,5857,0,696344,14.078590033338033,14.1,20.78931
2022-01-30,Spain,40.463667,-3.74922,9779130,92966,0,9686164,8.218236182564297,8.2,467.54783
2022-01-30,Sweden,60.128161,18.643501,2070456,15855,0,2054601,13.835164813934709,13.8,100.9927
2022-01-30,Switzerland,46.8182,8.2275,2131077,12684,0,2118393,11.813651031849155,11.8,86.54618
2022-01-30,Turkey,38.9637,35.2433,11526621,87234,0,11439387,5.027423040976189,5.0,843.39067
2022-01-30,Ukraine,48.3794,31.1656,4232143,106793,0,4125350,4.489238667029919,4.5,437.33759
2022-01-30,United Kingdom,55.3781,-3.436,16582687,184388,0,16398299,3.711660239380988,3.7,678.86004
2022-01-31,Albania,41.1533,20.1683,258543,3346,0,255197,4.050776853366751,4.1,28.778
2022-01-31,Andorra,42.5063,1.5218,35958,145,0,35813,8.156738417042105,8.2,0.77265
2022-01-31,Austria,47.5162,14.5501,1835602,17207,0,1818395,12.317702857155309,12.3,90.064
2022-01-31,Belarus,53.7098,27.9534,742953,6052,0,736901,1.904427332549973,1.9,94.49321
2022-01-31,Belgium,50.8333,4.469936,3155239,29052,0,3126187,10.285116278037892,10.3,115.89616
2022-01-31,Bosnia and Herzegovina,43.9159,17.6791,347467,14447,0,333020,3.8351843484417225,3.8,32.80815
2022-01-31,Bulgaria,42.7339,25.4858,951965,33318,0,918647,6.37502429185947,6.4,69.48445
2022-01-31,Croatia,45.1,15.2,937167,13827,0,923340,6.218315412301116,6.2,41.05268
2022-01-31,Cyprus,35.1264,33.4299,256746,733,0,256013,5.787042446620395,5.8,12.07361
2022-01-31,Denmark,56.2639,9.5018,1772901,3778,0,1769123,17.487270862840056,17.5,57.92203
2022-01-31,Estonia,58.5953,25.0136,337543,2033,0,335510,12.169412489667984,12.2,13.26539
2022-01-31,Finland,61.92411,25.748151,489870,1990,0,487880,7.356441504889053,7.4,55.40718
2022-01-31,France,46.2276,2.2137,19266496,131937,0,19134559,12.193582060796109,12.2,652.73512
2022-01-31,Germany,51.165691,10.451526,9815533,117786,0,9697747,10.908149358776543,10.9,837.83945
2022-01-31,Greece,39.0742,21.8243,1940723,23500,0,1917223,6.612947855000431,6.6,104.23056
2022-01-31,Hungary,47.1625,19.5033,1553405,41405,0,1512000,7.211255274702991,7.2,96.6035
2022-01-31,Iceland,64.9631,-19.0208,67673,46,0,67627,13.689359124022875,13.7,3.4125
2022-01-31,Ireland,53.1424,-7.6921,1183008,6136,0,1176872,2.8189158484135355,2.8,49.37796
2022-01-31,Italy,41.87194,12.56738,10983116,146498,0,10836618,8.938920430231274,8.9,604.61828
